date,excellent,fair,good,link,product_id,product_name,rating,reviews
28_Oct_22,328.94,,329.00,https://www.backmarket.co.uk/en-gb/p/iphone-se-2022-64-gb-productred-unlocked/8f18cc1f-25de-41ca-a9ad-181eb590b818,iPhone SE (2022) 64 GB - Red - Unlocked,iPhone SE (2022),4.4,35 reviews
28_Oct_22,299.00,151.00,189.99,https://www.backmarket.co.uk/en-gb/p/iphone-8-128-gb-gold-unlocked/d828a2aa-5eed-4c44-96eb-47b939b7891a,iPhone 8 128 GB - Gold - Unlocked,iPhone 8,4.4,491 reviews
28_Oct_22,192.52,213.99,,https://www.backmarket.co.uk/en-gb/p/iphone-8-256-gb-productred-unlocked/3d389f72-3acb-4f8c-b24c-4d99077772c9,iPhone 8 256 GB - (Product)Red - Unlocked,iPhone 8,4.4,491 reviews
28_Oct_22,299.00,169.00,169.12,https://www.backmarket.co.uk/en-gb/p/iphone-8-128-gb-space-gray-unlocked/32e68609-2d7d-4581-a2fa-62918ee1ef45,iPhone 8 128 GB - Space Gray - Unlocked,iPhone 8,4.4,491 reviews
28_Oct_22,"1,004.36",929.99,"1,140.00",https://www.backmarket.co.uk/en-gb/p/iphone-13-pro-max-512-gb-graphite-unlocked/5f34ddae-a1a4-4daa-8eca-4dfe5d596b68,iPhone 13 Pro Max 512 GB - Graphite - Unlocked,iPhone 13 Pro Max,4.5,115 reviews
28_Oct_22,970.00,884.99,920.00,https://www.backmarket.co.uk/en-gb/p/iphone-13-pro-max-512-gb-sierra-blue-unlocked/fe1ab4be-2963-48b3-84bd-658c516261d0,iPhone 13 Pro Max 512 GB - Sierra Blue - Unlocked,iPhone 13 Pro Max,4.5,115 reviews
28_Oct_22,815.00,710.00,824.50,https://www.backmarket.co.uk/en-gb/p/iphone-13-256-gb-pink-unlocked/47564ee1-e2df-45fe-aa2e-2ce197775187,iPhone 13 256 GB - Pink - Unlocked,iPhone 13,4.6,116 reviews
28_Oct_22,719.99,684.99,824.50,https://www.backmarket.co.uk/en-gb/p/iphone-13-256-gb-blue-unlocked/f72a3516-f868-4dda-bab3-0a44284ba101,iPhone 13 256 GB - Blue - Unlocked,iPhone 13,4.6,116 reviews
28_Oct_22,954.00,871.36,924.00,https://www.backmarket.co.uk/en-gb/p/iphone-13-pro-1000-gb-graphite-unlocked/cfd58ffc-b2b6-4079-a216-f075cd26918f,iPhone 13 Pro 1000 GB - Graphite - Unlocked,iPhone 13 Pro,4.5,131 reviews
28_Oct_22,954.00,914.00,924.00,https://www.backmarket.co.uk/en-gb/p/iphone-13-pro-1000-gb-sierra-blue-unlocked/1080f60b-6d16-4280-83a1-2f920327043f,iPhone 13 Pro 1000 GB - Sierra Blue - Unlocked,iPhone 13 Pro,4.5,131 reviews
